Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,22.93,0.0,42.66,10.8,0.24,11.47
2,2,4,0,22.85,0.0,39.74,9.3,0.36,8.25
2,3,4,0,22.76,0.0,37.95,8.0,0.48,5.77
2,4,4,0,22.73,0.0,38.38,9.7,0.12,6.1
2,5,4,0,22.73,0.0,40.82,11.7,1.44,7.01
2,6,4,0,22.65,0.0,44.22,9.9,3.24,5.05
2,7,4,0,22.56,0.0,46.63,9.0,5.64,3.96
2,8,4,0,22.73,0.0,46.55,16.7,15.6,9.48
2,9,4,0,22.82,0.0,45.79,17.8,9.96,10.84
2,10,4,0,22.79,0.0,44.72,13.5,18.24,7.49
2,11,4,0,22.81,0.0,41.9,12.5,15.36,7.9
2,12,4,0,22.79,0.0,39.04,11.7,12.0,6.74
2,13,4,0,22.82,0.0,35.52,12.3,1.08,7.78
2,14,4,0,22.82,0.0,33.43,12.2,0.72,7.57
2,15,4,0,22.96,0.0,31.96,22.6,2.76,19.06
2,16,4,0,22.88,0.0,31.3,9.5,0.72,7.88
2,17,4,0,22.93,0.0,30.94,13.3,5.4,12.09
2,18,4,0,22.86,0.0,31.55,10.7,1.44,7.47
2,19,4,0,22.89,0.0,33.96,16.3,3.24,11.92
2,20,4,0,22.87,0.0,38.26,16.6,5.16,11.36
2,21,4,0,22.79,0.0,42.14,12.8,3.48,7.61
2,22,4,0,22.82,0.0,43.83,15.8,3.48,10.06
2,23,4,0,22.82,0.0,44.63,17.2,2.28,10.31
2,24,4,0,22.73,0.0,45.04,14.6,1.08,6.84
2,1,5,0,22.52,0.0,45.7,9.9,0.48,3.11
2,2,5,0,22.36,0.0,46.16,8.7,0.0,2.24
2,3,5,0,22.41,0.0,45.62,12.2,0.84,3.65
2,4,5,0,22.34,0.0,45.27,11.2,0.24,2.66
2,5,5,0,22.2,0.0,45.29,9.0,0.6,1.38
2,6,5,0,22.16,0.0,45.08,9.9,3.84,1.52
2,7,5,0,22.11,0.0,44.98,9.0,8.52,0.94
2,8,5,0,22.32,0.0,43.52,17.9,22.32,4.77
2,9,5,0,22.39,0.0,41.14,19.8,5.52,5.03
2,10,5,0,22.14,0.0,40.16,11.1,4.56,0.82
2,11,5,0,22.23,0.0,38.72,13.3,4.68,2.56
2,12,5,0,22.54,0.0,36.99,17.1,9.24,6.38
2,13,5,0,22.62,0.0,36.2,13.1,9.0,5.75
2,14,5,0,22.85,0.0,35.24,21.1,7.08,13.02
2,15,5,0,22.72,0.0,35.0,11.2,7.68,5.38
2,16,5,0,22.65,0.0,34.84,12.0,0.6,4.87
2,17,5,0,22.61,0.0,34.68,10.8,3.36,4.15
2,18,5,0,22.7,0.0,34.58,12.7,5.88,6.56
2,19,5,0,22.81,0.0,34.9,18.7,14.16,10.44
2,20,5,0,22.79,0.0,35.82,17.4,3.12,8.89
2,21,5,0,22.75,0.0,37.25,16.0,5.28,7.41
2,22,5,0,22.67,0.0,39.88,13.4,2.4,5.41
2,23,5,0,22.62,0.0,41.5,13.4,0.6,4.99
