Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,22.43,0.0,43.62,8.4,2.4,8.82
2,2,4,0,22.37,0.0,40.35,9.7,0.36,8.23
2,3,4,0,22.29,0.0,38.27,8.6,0.96,5.74
2,4,4,0,22.29,0.0,38.67,11.8,0.0,7.28
2,5,4,0,22.18,0.0,41.87,8.0,0.6,3.51
2,6,4,0,22.14,0.0,45.78,8.8,2.04,3.41
2,7,4,0,22.16,0.0,47.83,11.9,3.12,5.11
2,8,4,0,22.18,0.0,48.39,14.2,13.68,6.9
2,9,4,0,22.17,0.0,48.19,12.8,15.72,6.21
2,10,4,0,22.21,0.0,46.76,15.4,6.0,9.32
2,11,4,0,22.2,0.0,43.38,11.2,6.96,6.74
2,12,4,0,22.18,0.0,40.23,9.9,4.08,5.1
2,13,4,0,22.23,0.0,36.28,13.3,1.08,8.39
2,14,4,0,22.25,0.0,33.97,13.9,1.8,8.73
2,15,4,0,22.3,0.0,32.36,13.8,3.96,10.45
2,16,4,0,22.31,0.0,31.65,11.3,3.12,9.17
2,17,4,0,22.38,0.0,31.24,13.1,1.56,11.35
2,18,4,0,22.31,0.0,31.98,11.1,4.44,7.43
2,19,4,0,22.35,0.0,34.69,15.7,5.76,10.78
2,20,4,0,22.25,0.0,39.83,11.5,5.28,6.01
2,21,4,0,22.32,0.0,43.5,17.7,4.32,11.29
2,22,4,0,22.29,0.0,45.13,15.4,6.6,8.89
2,23,4,0,22.23,0.0,46.45,14.2,0.96,6.58
2,24,4,0,22.12,0.0,47.39,10.4,1.2,2.4
2,1,5,0,21.92,0.0,48.17,7.9,0.72,0.89
2,2,5,0,22.03,0.0,47.47,12.8,0.84,2.74
2,3,5,0,21.78,0.0,47.87,7.6,0.72,0.38
2,4,5,0,21.76,0.0,47.41,10.0,0.48,0.85
2,5,5,0,21.57,0.0,47.43,7.7,0.84,0.14
2,6,5,0,21.76,0.0,46.38,13.6,3.6,1.63
2,7,5,0,21.56,0.0,46.47,9.1,5.64,0.17
2,8,5,0,21.7,0.0,45.24,14.7,8.64,1.48
2,9,5,0,21.55,0.0,43.66,11.4,6.72,0.22
2,10,5,0,21.61,0.0,41.51,14.3,6.6,0.85
2,11,5,0,21.65,0.0,40.08,11.9,1.2,1.05
2,12,5,0,21.95,0.0,38.3,14.6,3.96,3.56
2,13,5,0,22.1,0.0,37.26,14.6,8.52,5.73
2,14,5,0,22.17,0.0,36.61,13.3,4.56,6.06
2,15,5,0,22.3,0.0,35.81,18.6,0.84,10.59
2,16,5,0,22.15,0.0,35.78,10.1,1.08,2.94
2,17,5,0,22.16,0.0,35.47,12.5,3.0,4.53
2,18,5,0,22.26,0.0,35.31,15.4,2.76,8.11
2,19,5,0,22.31,0.0,35.61,19.2,6.84,10.36
2,20,5,0,22.23,0.0,36.65,14.8,2.88,6.04
2,21,5,0,22.21,0.0,38.25,15.3,5.64,5.96
2,22,5,0,22.23,0.0,40.7,17.7,2.4,7.81
2,23,5,0,22.15,0.0,42.44,13.1,1.68,3.46
2,24,5,0,22.05,0.0,43.6,12.0,1.68,1.9
2,1,6,0,21.84,0.0,44.51,9.9,0.48,0.65
2,2,6,0,21.57,0.0,44.72,8.4,0.6,0.13
2,3,6,0,21.23,0.0,44.75,6.1,0.72,0.0
2,4,6,0,21.29,0.0,43.77,9.7,0.6,0.05
2,5,6,0,21.24,0.0,43.1,8.7,0.72,0.0
2,6,6,0,21.33,0.0,41.96,12.7,0.72,0.16
2,7,6,0,21.25,0.0,41.33,10.8,3.72,0.0
2,8,6,0,21.16,0.0,40.76,9.3,6.36,0.0
2,9,6,0,21.33,0.0,39.71,12.7,10.8,0.12
2,10,6,0,21.37,0.0,39.45,11.3,18.36,0.08
2,11,6,0,21.44,0.0,39.37,10.8,11.16,0.52
2,12,6,0,21.52,0.0,39.85,10.6,7.44,0.85
2,13,6,0,21.63,0.0,39.84,12.0,1.92,1.36
2,14,6,0,21.88,0.0,37.52,16.5,5.16,2.57
2,15,6,0,21.98,0.0,34.86,15.6,2.52,2.65
