Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,22.4,0.0,38.74,12.14,0.0,0.0
2,2,4,0,22.3,0.0,38.58,11.38,0.0,0.0
2,3,4,0,22.21,0.0,38.46,13.07,0.0,0.0
2,4,4,0,22.11,0.0,38.54,11.56,0.0,0.0
2,5,4,0,22.05,0.0,38.94,12.27,0.0,0.0
2,6,4,0,21.98,0.0,39.68,12.84,0.0,0.0
2,7,4,0,21.1,0.0,44.11,17.28,0.82,12.66
2,8,4,0,21.25,0.0,46.41,27.53,2.0,11.04
2,9,4,0,21.89,0.0,48.03,62.69,3.58,17.27
2,10,4,0,22.13,0.0,48.2,54.52,4.39,22.5
2,11,4,0,22.29,0.0,43.2,56.32,3.9,26.35
2,12,4,0,22.4,0.0,36.7,60.44,4.16,27.04
2,13,4,0,22.33,0.0,32.19,58.23,5.33,28.8
2,14,4,0,22.49,0.0,30.32,62.45,5.69,29.83
2,15,4,0,22.66,0.0,30.22,58.02,3.52,31.23
2,16,4,0,22.78,0.0,30.71,53.17,3.63,33.46
2,17,4,0,22.88,0.0,31.11,54.5,5.09,34.64
2,18,4,0,22.45,0.0,32.44,46.79,2.91,33.12
2,19,4,0,21.85,0.0,36.3,23.35,2.55,30.92
2,20,4,0,21.58,0.0,42.45,20.01,1.94,25.43
2,21,4,0,21.44,0.0,47.2,20.17,2.15,19.91
2,22,4,0,21.33,0.0,48.46,19.16,1.01,13.94
2,23,4,0,21.86,0.0,47.29,19.16,0.6,0.0
2,24,4,0,22.04,0.0,47.02,19.16,0.54,0.0
2,1,5,0,21.94,0.0,47.29,15.15,0.0,0.0
2,2,5,0,21.87,0.0,47.28,14.44,0.0,0.0
2,3,5,0,21.82,0.0,47.27,15.22,0.0,0.0
2,4,5,0,21.73,0.0,47.35,13.84,0.0,0.0
2,5,5,0,21.61,0.0,47.38,13.71,0.0,0.0
2,6,5,0,21.53,0.0,47.31,14.71,0.0,0.0
2,7,5,0,20.75,0.0,47.89,16.75,0.7,0.0
2,8,5,0,21.08,0.0,44.9,27.13,2.07,0.0
2,9,5,0,21.66,0.0,42.45,52.63,4.08,0.0
2,10,5,0,21.88,0.0,41.89,44.92,4.02,0.0
2,11,5,0,21.95,0.0,41.24,50.36,4.03,0.0
2,12,5,0,22.15,0.0,40.1,47.29,5.25,8.29
2,13,5,0,22.22,0.0,38.81,49.64,5.79,20.91
2,14,5,0,22.46,0.0,37.27,53.46,5.84,28.56
2,15,5,0,22.56,0.0,36.23,49.09,3.26,30.99
2,16,5,0,22.5,0.0,36.0,46.98,3.2,27.62
2,17,5,0,22.47,0.0,35.88,46.13,4.55,23.29
2,18,5,0,22.15,0.0,35.78,34.74,2.96,19.21
2,19,5,0,21.66,0.0,35.77,19.54,2.08,14.96
2,20,5,0,21.42,0.0,36.45,17.43,1.3,10.51
2,21,5,0,21.3,0.0,38.83,15.16,1.83,6.21
2,22,5,0,21.21,0.0,43.66,12.92,0.8,1.13
2,23,5,0,21.66,0.0,43.65,14.02,0.51,0.0
2,24,5,0,21.77,0.0,43.61,15.53,0.56,0.0
2,1,6,0,21.63,0.0,44.12,13.89,0.0,0.0
2,2,6,0,21.49,0.0,44.36,12.42,0.0,0.0
2,3,6,0,21.37,0.0,44.56,12.97,0.0,0.0
2,4,6,0,21.32,0.0,44.6,12.56,0.0,0.0
2,5,6,0,21.26,0.0,44.67,13.87,0.0,0.0
2,6,6,0,21.17,0.0,44.86,12.16,0.0,0.0
2,7,6,0,20.52,0.0,44.35,14.43,0.71,0.0
2,8,6,0,20.9,0.0,40.98,27.96,1.99,0.0
2,9,6,0,21.5,0.0,39.6,64.5,3.51,0.0
2,10,6,0,21.76,0.0,40.91,54.15,4.03,0.0
2,11,6,0,21.87,0.0,42.57,49.91,3.73,0.0
2,12,6,0,22.03,0.0,44.5,49.74,4.47,0.0
2,13,6,0,22.02,0.0,44.36,53.03,5.79,0.0
2,14,6,0,22.13,0.0,39.55,53.64,5.61,0.0
2,15,6,0,22.17,0.0,36.06,44.46,3.15,0.0
2,16,6,0,22.2,0.0,35.98,50.69,3.46,0.0
2,17,6,0,22.21,0.0,34.88,58.44,4.48,0.0
2,18,6,0,21.91,0.0,34.83,45.99,2.73,0.0
2,19,6,0,21.46,0.0,31.96,21.93,1.96,0.0
2,20,6,0,21.25,0.0,28.26,20.66,1.52,0.0
2,21,6,0,21.15,0.0,26.32,20.77,1.77,0.0
2,22,6,0,21.06,0.0,25.33,17.6,0.81,0.0
2,23,6,0,21.29,0.0,24.87,16.76,0.48,0.0
2,24,6,0,21.28,0.0,25.12,14.62,0.48,0.0
2,1,7,0,21.01,0.0,25.61,7.99,0.0,0.0
2,2,7,0,20.78,0.0,25.78,9.13,0.0,0.0
2,3,7,0,20.58,0.0,25.84,8.29,0.0,0.0
2,4,7,0,20.41,0.0,25.89,8.29,0.0,0.0
2,5,7,0,20.22,0.0,25.95,7.87,0.0,0.0
2,6,7,0,20.04,0.0,25.93,9.09,0.0,0.0
2,7,7,0,20.15,0.0,24.81,15.62,0.85,0.0
2,8,7,0,20.72,0.0,22.76,21.77,1.39,0.0
2,9,7,0,20.77,0.0,21.98,27.33,1.95,0.0
2,10,7,0,20.85,0.0,22.25,26.29,2.54,0.0
2,11,7,0,20.9,0.0,22.79,26.5,2.32,0.0
2,12,7,0,20.95,0.0,23.45,25.37,2.67,0.0
2,13,7,0,20.92,0.0,24.79,20.95,2.08,0.0
2,14,7,0,20.89,0.0,25.63,18.65,1.86,0.0
2,15,7,0,20.85,0.0,26.15,17.34,1.7,0.0
2,16,7,0,20.84,0.0,26.41,15.2,1.3,0.0
2,17,7,0,20.83,0.0,26.57,15.25,1.6,0.0
2,18,7,0,19.7,0.0,28.28,13.59,0.74,0.0
2,19,7,0,19.78,0.0,28.08,10.51,0.79,0.0
2,20,7,0,19.75,0.0,28.33,7.95,0.0,0.0
2,21,7,0,19.62,0.0,28.54,9.36,0.0,0.0
2,22,7,0,19.5,0.0,28.73,10.22,0.0,0.0
2,23,7,0,19.37,0.0,29.0,9.74,0.0,0.0
2,24,7,0,19.27,0.0,29.19,9.23,0.0,0.0
2,1,1,0,19.16,0.0,29.41,10.15,0.0,0.0
2,2,1,0,19.03,0.0,29.71,9.95,0.0,0.0
2,3,1,0,18.9,0.0,30.0,9.53,0.0,0.0
2,4,1,0,18.74,0.0,30.37,9.95,0.0,0.0
2,5,1,0,18.66,0.0,30.71,10.58,0.0,0.0
2,6,1,0,18.59,0.0,31.08,9.5,0.0,0.0
2,7,1,0,18.58,0.0,31.54,12.56,0.39,0.0
2,8,1,0,18.59,0.0,32.13,12.18,0.41,0.0
2,9,1,0,18.63,0.0,32.63,12.27,0.4,0.0
2,10,1,0,18.7,0.0,32.99,10.99,0.36,0.0
2,11,1,0,18.81,0.0,33.11,11.14,0.36,0.0
2,12,1,0,18.94,0.0,33.3,12.45,0.57,0.0
2,13,1,0,19.04,0.0,33.72,12.81,0.58,0.0
2,14,1,0,19.11,0.0,34.36,13.59,0.99,0.0
2,15,1,0,19.11,0.0,35.09,14.3,0.68,0.0
2,16,1,0,19.09,0.0,35.24,13.52,0.42,0.0
2,17,1,0,19.06,0.0,35.39,14.07,0.42,0.0
2,18,1,0,18.99,0.0,35.86,14.37,0.42,0.0
2,19,1,0,18.83,0.0,36.04,10.77,0.0,0.0
2,20,1,0,18.71,0.0,35.77,9.8,0.0,0.0
2,21,1,0,18.6,0.0,35.54,9.0,0.0,0.0
2,22,1,0,18.51,0.0,35.7,9.43,0.0,0.0
2,23,1,0,18.45,0.0,36.01,8.45,0.0,0.0
2,24,1,0,18.39,0.0,36.38,8.48,0.0,0.0
2,1,2,0,18.36,0.0,36.53,13.22,0.0,0.0
2,2,2,0,18.27,0.0,36.64,14.53,0.0,0.0
2,3,2,0,18.11,0.0,36.66,15.46,0.0,0.0
2,4,2,0,17.95,0.0,36.25,14.85,0.0,0.0
2,5,2,0,17.87,0.0,35.4,14.05,0.0,0.0
2,6,2,0,18.16,0.0,33.92,15.28,0.0,0.0
2,7,2,0,19.39,0.0,30.04,17.21,0.79,0.0
2,8,2,0,20.1,0.0,27.34,31.59,1.93,0.0
