Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,23.36,0.0,29.91,2.81,0.0,0.0
2,2,4,0,24.1,0.0,26.08,2.04,0.0,0.0
2,3,4,0,24.37,0.0,29.47,2.64,0.0,0.0
2,4,4,0,23.45,0.0,27.04,1.92,0.0,0.06
2,5,4,0,23.16,0.0,28.48,3.31,0.0,0.0
2,6,4,0,22.92,0.0,34.79,6.39,0.0,0.09
2,7,4,0,23.01,0.0,37.07,7.31,2.91,0.0
2,8,4,0,23.1,0.0,38.08,7.44,2.56,0.0
2,9,4,0,23.12,0.01,39.35,7.82,5.21,0.0
2,10,4,0,23.11,0.0,37.39,9.01,1.96,0.18
2,11,4,0,23.16,0.0,31.79,11.74,1.66,1.69
2,12,4,0,24.08,0.78,27.31,14.58,13.41,2.2
2,13,4,0,24.46,1.03,24.36,12.18,5.61,2.45
2,14,4,0,24.48,1.05,24.19,11.94,16.28,2.54
2,15,4,0,24.58,1.15,24.32,10.95,17.83,2.71
2,16,4,0,24.11,0.66,24.79,12.12,4.45,2.91
2,17,4,0,23.96,0.5,24.89,14.7,6.17,2.95
2,18,4,0,23.93,0.51,28.5,15.56,4.08,2.81
2,19,4,0,23.7,0.4,34.27,14.78,2.74,2.59
2,20,4,0,23.49,0.36,38.98,13.66,1.92,2.05
2,21,4,0,23.54,0.43,40.09,11.9,7.08,1.55
2,22,4,0,23.4,0.29,38.75,11.41,7.93,1.06
2,23,4,0,23.13,0.02,37.35,6.35,9.0,0.06
2,24,4,0,22.92,0.0,34.71,2.94,3.16,0.0
2,1,5,0,21.54,0.0,35.47,2.97,0.0,0.0
2,2,5,0,23.01,0.0,33.6,2.4,0.0,0.0
2,3,5,0,23.59,0.0,36.74,2.96,0.0,0.0
2,4,5,0,22.89,0.0,29.91,2.2,0.0,0.0
2,5,5,0,23.27,0.0,29.5,3.91,0.0,0.0
2,6,5,0,22.15,0.0,30.67,8.03,0.0,0.0
2,7,5,0,22.31,0.0,31.55,8.59,3.1,0.0
2,8,5,0,22.42,0.0,31.66,9.51,2.74,0.0
2,9,5,0,22.83,0.0,30.81,11.41,5.32,0.0
2,10,5,0,23.01,0.0,30.41,12.17,2.02,0.0
2,11,5,0,23.11,0.0,30.16,14.14,1.66,0.0
2,12,5,0,23.81,0.7,32.78,15.0,13.22,0.53
2,13,5,0,24.08,0.92,32.71,14.48,5.93,1.63
2,14,5,0,24.28,0.94,30.28,13.87,19.46,2.35
2,15,5,0,24.44,1.09,28.38,13.35,17.92,2.66
