Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,24.72,0.0,38.52,2.78,0.0,0.0
2,2,4,0,25.34,0.0,36.96,2.04,0.0,0.0
2,3,4,0,25.33,0.0,41.73,2.37,0.0,0.0
2,4,4,0,24.3,0.14,38.6,1.9,0.0,0.31
2,5,4,0,24.3,0.1,38.58,3.24,0.0,0.21
2,6,4,0,24.0,0.02,43.04,6.41,0.0,0.26
2,7,4,0,23.83,0.01,44.85,6.39,3.19,0.0
2,8,4,0,23.9,0.01,46.87,6.75,3.15,0.19
2,9,4,0,24.05,0.01,46.93,7.51,6.4,2.41
2,10,4,0,24.19,0.01,46.55,10.03,2.52,3.34
2,11,4,0,24.34,0.01,46.88,11.5,1.97,5.44
2,12,4,0,25.05,0.54,47.16,13.7,12.54,7.57
2,13,4,0,25.51,0.7,47.69,12.06,5.46,9.0
2,14,4,0,25.74,0.74,48.64,12.66,16.45,13.16
2,15,4,0,25.84,0.84,47.63,11.38,16.06,18.0
2,16,4,0,25.44,0.44,44.57,11.17,3.67,17.22
2,17,4,0,25.29,0.29,44.06,11.71,5.32,19.37
2,18,4,0,25.3,0.3,45.37,10.85,4.02,18.59
2,19,4,0,25.18,0.18,39.14,10.89,2.79,12.93
2,20,4,0,25.13,0.14,34.64,11.53,1.57,8.08
2,21,4,0,25.02,0.19,37.58,10.44,6.44,7.34
2,22,4,0,24.57,0.05,44.13,8.6,6.75,7.98
2,23,4,0,24.2,0.01,47.41,4.59,7.73,4.09
2,24,4,0,23.89,0.01,46.81,2.29,2.38,2.05
2,1,5,0,23.92,0.0,44.92,2.42,0.0,0.0
2,2,5,0,24.71,0.0,43.52,1.81,0.0,0.0
2,3,5,0,25.08,0.0,46.76,2.18,0.0,0.0
2,4,5,0,24.03,0.0,42.05,1.89,0.0,0.16
2,5,5,0,23.82,0.0,41.81,3.48,0.0,0.0
2,6,5,0,23.37,0.0,43.45,6.3,0.0,0.09
2,7,5,0,23.49,0.0,43.52,6.86,2.9,0.0
2,8,5,0,23.61,0.0,43.26,8.58,2.84,0.0
2,9,5,0,23.74,0.0,42.14,10.0,6.08,0.67
2,10,5,0,24.05,0.0,38.71,12.54,2.49,2.06
2,11,5,0,24.33,0.0,34.91,15.91,1.81,3.96
2,12,5,0,25.39,0.57,34.74,17.59,12.51,6.27
2,13,5,0,25.75,0.75,33.79,16.47,5.45,11.28
2,14,5,0,25.8,0.8,31.06,14.45,18.36,14.75
2,15,5,0,25.9,0.9,29.42,12.27,17.61,14.5
2,16,5,0,25.44,0.44,29.36,10.69,4.38,12.85
2,17,5,0,25.29,0.29,30.27,13.79,5.92,11.26
2,18,5,0,25.27,0.27,31.4,14.66,4.01,8.99
2,19,5,0,25.04,0.14,33.64,12.29,2.53,6.71
2,20,5,0,24.66,0.1,35.72,10.37,1.83,6.06
2,21,5,0,24.36,0.15,37.03,8.98,7.09,5.27
2,22,5,0,23.87,0.03,37.46,9.3,7.64,4.26
2,23,5,0,23.63,0.0,36.83,4.62,7.73,0.54
2,24,5,0,23.51,0.0,35.26,2.12,2.4,0.25
2,1,6,0,22.82,0.0,34.44,2.44,0.0,0.0
2,2,6,0,24.07,0.0,33.16,1.96,0.0,0.0
2,3,6,0,24.55,0.0,36.25,2.57,0.0,0.0
2,4,6,0,23.38,0.0,32.63,2.12,0.0,0.0
2,5,6,0,23.49,0.0,32.37,3.93,0.0,0.0
2,6,6,0,23.08,0.0,31.58,7.72,0.0,0.0
2,7,6,0,22.86,0.0,29.4,8.21,2.44,0.0
2,8,6,0,22.69,0.0,30.37,9.72,2.36,0.0
2,9,6,0,23.21,0.0,31.81,11.26,5.12,0.0
2,10,6,0,23.61,0.0,30.8,13.0,2.25,0.0
2,11,6,0,23.8,0.0,29.09,15.84,1.82,0.57
2,12,6,0,24.72,0.54,29.65,16.98,13.39,3.23
2,13,6,0,25.33,0.74,27.98,15.65,5.46,4.53
2,14,6,0,25.61,0.73,25.4,14.57,17.66,5.07
2,15,6,0,25.82,0.86,23.35,12.64,15.02,5.3
2,16,6,0,25.3,0.41,23.13,12.44,3.45,5.21
2,17,6,0,24.94,0.27,24.8,12.19,4.72,4.82
2,18,6,0,24.58,0.25,26.12,12.68,3.87,4.02
2,19,6,0,24.1,0.11,26.81,11.66,2.92,3.16
2,20,6,0,23.7,0.0,26.99,10.05,1.86,1.8
2,21,6,0,23.61,0.0,27.13,10.17,7.16,1.19
2,22,6,0,23.61,0.0,26.37,8.39,7.33,0.06
2,23,6,0,23.58,0.0,24.91,4.33,6.99,0.0
2,24,6,0,23.16,0.0,23.22,2.04,2.17,0.0
2,1,7,0,21.4,0.0,23.53,2.51,0.0,0.0
2,2,7,0,23.15,0.0,22.13,1.99,0.0,0.0
2,3,7,0,23.7,0.0,25.49,2.28,0.0,0.0
2,4,7,0,22.82,0.0,20.25,2.09,0.0,0.0
2,5,7,0,22.72,0.0,19.71,3.41,0.0,0.0
2,6,7,0,21.98,0.0,20.48,6.12,0.0,0.0
2,7,7,0,21.75,0.0,20.3,6.51,0.0,0.0
2,8,7,0,21.92,0.0,22.43,6.98,2.84,0.0
2,9,7,0,22.16,0.0,24.24,8.28,2.84,0.0
