Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,23.26,0.0,52.55,8.9,0.72,12.17
2,2,4,0,23.1,0.0,52.78,8.2,0.36,10.73
2,3,4,0,22.91,0.0,55.23,8.1,0.12,9.56
2,4,4,0,22.76,0.0,57.77,6.2,0.12,8.01
2,5,4,0,22.73,0.0,58.89,6.4,3.24,7.76
2,6,4,0,22.68,0.0,59.78,5.9,1.8,6.94
2,7,4,0,22.67,0.0,59.84,7.7,1.2,7.44
2,8,4,0,22.74,0.0,59.57,12.6,18.96,10.8
2,9,4,0,22.8,0.0,59.03,14.3,14.16,11.48
2,10,4,0,22.76,0.0,58.75,10.5,4.44,9.12
2,11,4,0,22.78,0.0,58.82,10.7,22.08,10.09
2,12,4,0,22.78,0.0,59.4,9.6,3.72,9.72
2,13,4,0,22.89,0.0,59.33,10.0,0.84,12.71
2,14,4,0,23.37,0.0,57.24,20.2,1.68,24.85
2,15,4,0,23.3,0.0,58.33,7.3,4.92,15.54
2,16,4,0,23.42,0.0,57.74,13.7,1.32,26.44
2,17,4,0,23.4,0.0,56.42,8.3,2.64,21.64
2,18,4,0,23.39,0.0,57.75,9.0,2.16,17.99
2,19,4,0,23.45,0.0,55.7,13.9,4.08,22.8
2,20,4,0,23.49,0.0,50.89,22.0,4.92,30.87
2,21,4,0,23.47,0.0,48.71,14.8,6.36,18.91
2,22,4,0,23.45,0.0,51.28,14.2,6.24,17.51
2,23,4,0,23.46,0.0,54.13,16.9,0.72,19.79
2,24,4,0,23.29,0.0,56.13,11.7,0.84,13.59
2,1,5,0,23.02,0.0,57.91,8.5,0.72,10.51
2,2,5,0,22.81,0.0,58.81,6.4,0.24,8.19
2,3,5,0,22.7,0.0,58.9,5.1,0.6,6.45
2,4,5,0,22.66,0.0,58.44,5.1,0.0,5.56
2,5,5,0,22.64,0.0,57.79,5.5,0.84,5.09
2,6,5,0,22.63,0.0,57.35,5.8,2.88,4.69
2,7,5,0,22.63,0.0,57.57,7.3,11.88,5.44
2,8,5,0,22.67,0.0,56.99,9.9,18.0,8.22
2,9,5,0,22.8,0.0,54.7,13.6,4.44,10.49
2,10,5,0,22.81,0.0,52.8,9.4,3.72,8.78
2,11,5,0,22.91,0.0,50.02,11.4,5.76,11.21
2,12,5,0,23.0,0.0,48.05,9.2,0.84,12.78
2,13,5,0,23.26,0.0,45.81,14.9,10.44,19.84
2,14,5,0,23.31,0.0,43.85,8.8,5.04,17.74
2,15,5,0,23.43,0.0,41.92,12.7,2.88,21.42
2,16,5,0,23.4,0.0,41.23,6.8,1.08,15.78
2,17,5,0,23.35,0.0,40.95,6.6,4.8,14.13
2,18,5,0,23.32,0.0,41.38,8.1,2.52,13.74
2,19,5,0,23.37,0.0,42.25,12.1,6.24,16.45
2,20,5,0,23.36,0.0,44.13,12.6,3.96,15.51
2,21,5,0,23.37,0.0,45.31,15.2,5.28,16.15
2,22,5,0,23.28,0.0,46.21,13.4,2.52,13.17
2,23,5,0,23.15,0.0,46.79,13.2,1.2,11.59
2,24,5,0,22.9,0.0,47.57,9.7,0.96,8.29
2,1,6,0,22.82,0.0,47.42,11.8,0.12,8.31
2,2,6,0,22.68,0.0,47.78,7.9,0.6,4.95
2,3,6,0,22.59,0.0,48.06,5.6,0.72,2.95
2,4,6,0,22.52,0.0,47.99,5.1,0.24,2.18
2,5,6,0,22.45,0.0,47.45,4.9,0.24,1.68
