Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,19.92,0.0,22.56,2.39,0,0.0
2,2,4,0,19.74,0.0,22.69,2.18,0,0.0
2,3,4,0,19.57,0.0,22.85,1.99,0,0.0
2,4,4,0,19.3,0.0,23.09,2.38,0,0.0
2,5,4,0,19.16,0.0,23.17,2.49,0,0.0
2,6,4,0,19.72,0.0,22.31,2.5,0,0.35
2,7,4,0,20.26,0.0,21.49,2.21,0,1.96
2,8,4,0,21.03,0.0,20.27,4.83,0,0.0
2,9,4,0,21.0,0.0,20.68,6.79,0,0.0
2,10,4,0,21.08,0.0,22.0,9.14,0,0.0
2,11,4,0,21.2,0.0,22.99,9.31,0,0.0
2,12,4,0,21.27,0.0,22.78,8.72,0,0.0
2,13,4,0,21.27,0.0,22.47,10.35,0,0.0
2,14,4,0,21.25,0.0,22.36,9.62,0,0.16
2,15,4,0,21.24,0.0,22.72,11.43,0,0.32
2,16,4,0,21.18,0.0,24.25,10.37,0,0.32
2,17,4,0,21.03,0.0,25.37,10.26,0,0.2
2,18,4,0,20.95,0.0,26.05,10.12,0,0.0
2,19,4,0,21.03,0.0,26.42,9.84,0,0.0
2,20,4,0,20.99,0.0,26.93,7.72,0,0.0
2,21,4,0,21.05,0.0,26.99,8.72,0,0.0
2,22,4,0,20.6,0.0,27.62,2.47,0,0.0
2,23,4,0,20.09,0.0,28.01,2.53,0,0.0
2,24,4,0,19.8,0.0,28.03,2.39,0,0.0
2,1,5,0,19.59,0.0,27.96,2.45,0,0.0
2,2,5,0,19.46,0.0,27.85,2.69,0,0.0
2,3,5,0,19.37,0.0,27.76,2.81,0,0.0
2,4,5,0,19.21,0.0,27.85,2.94,0,0.0
2,5,5,0,18.98,0.0,27.99,2.95,0,0.0
2,6,5,0,19.6,0.0,26.84,2.95,0,0.33
2,7,5,0,20.25,0.0,25.58,2.95,0,1.8
2,8,5,0,21.02,0.0,23.49,5.86,0,0.0
2,9,5,0,21.01,0.0,23.13,8.17,0,0.0
2,10,5,0,20.97,0.0,23.83,12.06,0,0.0
2,11,5,0,21.0,0.0,25.02,12.82,0,0.0
2,12,5,0,20.97,0.0,25.49,12.88,0,0.0
2,13,5,0,20.98,0.0,25.44,12.83,0,0.23
2,14,5,0,21.02,0.0,24.96,12.99,0,0.33
