Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,20.9,0.0,23.15,8.7,0.36,4.1
2,2,4,0,20.8,0.0,23.37,8.4,0.6,3.87
2,3,4,0,20.82,0.0,23.33,13.5,0.24,4.2
2,4,4,0,20.79,0.0,23.32,10.3,0.0,3.68
2,5,4,0,20.76,0.0,23.39,6.1,0.24,3.36
2,6,4,0,20.76,0.0,23.41,10.2,2.04,3.54
2,7,4,0,20.77,0.0,23.43,12.7,1.44,3.61
2,8,4,0,20.79,0.0,23.57,15.2,9.84,3.84
2,9,4,0,21.03,0.0,23.26,16.7,15.36,5.24
2,10,4,0,21.21,0.0,22.93,13.6,2.16,6.82
2,11,4,0,21.2,0.0,22.73,9.3,17.16,6.95
2,12,4,0,21.34,0.0,22.19,12.0,10.56,9.84
2,13,4,0,21.48,0.0,21.59,14.7,0.96,13.0
2,14,4,0,21.6,0.0,21.08,17.4,0.96,16.15
2,15,4,0,21.73,0.0,20.73,15.9,1.44,17.56
2,16,4,0,21.72,0.0,21.07,14.6,2.16,16.71
2,17,4,0,21.54,0.0,21.96,11.6,1.2,9.95
2,18,4,0,21.19,0.0,23.79,10.5,2.52,5.46
2,19,4,0,21.07,0.0,25.34,11.2,3.84,5.21
2,20,4,0,21.49,0.0,25.6,24.4,5.04,8.23
2,21,4,0,21.21,0.0,26.36,16.6,3.72,5.28
2,22,4,0,21.07,0.0,26.55,16.3,3.84,5.06
2,23,4,0,20.87,0.0,26.47,12.1,2.04,4.21
2,24,4,0,20.86,0.0,25.82,16.0,2.4,4.53
2,1,5,0,20.79,0.0,25.48,9.0,2.28,3.57
2,2,5,0,20.78,0.0,25.01,10.0,1.8,3.67
2,3,5,0,20.78,0.0,24.54,10.9,0.84,3.6
2,4,5,0,20.78,0.0,24.32,12.5,0.12,3.71
2,5,5,0,20.75,0.0,24.4,9.1,0.6,3.36
2,6,5,0,20.75,0.0,24.41,11.4,2.4,3.56
2,7,5,0,20.73,0.0,24.52,8.7,17.28,3.28
2,8,5,0,20.77,0.0,24.59,17.6,22.8,3.92
2,9,5,0,20.76,0.0,24.23,14.9,2.04,3.6
2,10,5,0,20.74,0.0,23.42,11.1,12.12,3.53
2,11,5,0,20.74,0.0,22.87,12.9,3.0,3.54
2,12,5,0,20.73,0.0,22.57,10.8,7.32,3.69
2,13,5,0,20.79,0.0,22.35,11.4,7.08,4.32
2,14,5,0,20.85,0.0,22.17,9.5,3.6,4.93
2,15,5,0,21.38,0.0,21.46,17.4,1.68,9.92
2,16,5,0,21.47,0.0,21.52,13.9,5.88,11.48
2,17,5,0,21.28,0.0,22.02,9.5,4.2,6.65
2,18,5,0,21.04,0.0,23.02,13.9,0.84,5.0
2,19,5,0,21.26,0.0,23.56,20.0,6.96,5.81
2,20,5,0,21.12,0.0,24.35,16.8,3.6,5.09
2,21,5,0,21.03,0.0,24.36,16.8,2.04,4.85
2,22,5,0,20.98,0.0,24.22,16.8,0.96,4.83
2,23,5,0,20.85,0.0,23.98,13.2,3.0,4.15
2,24,5,0,20.81,0.0,23.6,13.1,1.8,4.08
2,1,6,0,20.78,0.0,23.37,9.1,0.6,3.6
2,2,6,0,20.75,0.0,23.23,4.8,0.24,3.27
2,3,6,0,20.74,0.0,22.98,8.9,0.6,3.36
2,4,6,0,20.72,0.0,22.65,7.5,0.84,3.28
2,5,6,0,20.72,0.0,22.21,9.6,0.12,3.29
2,6,6,0,20.73,0.0,21.82,12.9,1.44,3.49
2,7,6,0,20.73,0.0,21.6,13.3,0.96,3.43
2,8,6,0,20.71,0.0,21.5,7.9,7.8,3.22
2,9,6,0,20.82,0.0,21.07,16.3,13.32,4.11
2,10,6,0,21.03,0.0,20.35,15.3,16.8,5.46
2,11,6,0,21.1,0.0,19.8,12.6,14.88,6.23
2,12,6,0,21.18,0.0,19.31,15.2,10.92,6.8
2,13,6,0,21.15,0.0,19.09,13.4,8.16,6.12
2,14,6,0,20.99,0.0,18.83,8.3,9.36,4.84
2,15,6,0,20.97,0.0,18.26,12.1,5.4,5.05
2,16,6,0,21.0,0.0,17.59,13.4,10.2,5.12
2,17,6,0,20.8,0.0,17.71,6.5,5.16,3.79
2,18,6,0,20.82,0.0,18.2,14.4,8.16,4.38
2,19,6,0,20.82,0.0,18.81,15.2,16.68,4.49
2,20,6,0,20.82,0.0,19.0,16.8,1.92,4.41
2,21,6,0,20.81,0.0,18.65,17.0,19.2,4.25
2,22,6,0,20.8,0.0,18.24,15.0,4.92,3.76
2,23,6,0,20.8,0.0,18.02,18.3,2.64,3.95
2,24,6,0,20.78,0.0,17.9,14.2,1.68,3.47
2,1,7,0,20.73,0.0,17.75,9.4,0.6,3.09
2,2,7,0,20.71,0.0,17.46,7.5,1.2,2.81
2,3,7,0,20.71,0.0,17.1,7.7,2.64,2.71
2,4,7,0,20.71,0.0,16.6,5.6,0.96,2.48
2,5,7,0,20.71,0.0,16.09,6.6,0.12,2.46
2,6,7,0,20.71,0.0,15.69,6.8,0.12,2.39
2,7,7,0,20.71,0.0,15.37,9.7,1.56,2.56
2,8,7,0,20.71,0.0,15.07,9.0,4.68,2.53
2,9,7,0,20.71,0.0,14.67,15.9,11.16,3.29
2,10,7,0,20.71,0.0,13.97,10.4,18.0,2.89
2,11,7,0,20.71,0.0,13.22,18.4,14.28,3.6
2,12,7,0,20.71,0.0,12.7,12.4,9.96,3.39
2,13,7,0,20.71,0.0,12.4,14.3,3.72,3.77
2,14,7,0,20.73,0.0,12.23,17.2,7.08,3.88
2,15,7,0,20.71,0.0,12.15,14.5,1.08,3.25
