Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,21.28,0.0,39.48,8.8,0.6,12.13
2,2,4,0,21.11,0.0,39.66,7.3,0.6,10.04
2,3,4,0,20.92,0.0,39.46,6.1,0.36,8.05
2,4,4,0,20.86,0.0,38.95,8.1,0.6,8.34
2,5,4,0,20.83,0.0,38.44,9.5,1.56,8.39
2,6,4,0,20.81,0.0,38.13,10.1,1.56,7.93
2,7,4,0,20.73,0.0,38.24,6.6,1.68,5.6
2,8,4,0,20.81,0.0,38.07,11.8,24.36,8.86
2,9,4,0,20.96,0.0,37.41,14.0,11.04,12.03
2,10,4,0,21.12,0.0,36.3,12.3,7.32,14.63
2,11,4,0,21.2,0.0,35.76,14.2,10.08,16.21
2,12,4,0,21.23,0.0,35.37,13.4,9.24,15.56
2,13,4,0,21.22,0.0,35.02,9.6,2.64,14.92
2,14,4,0,21.26,0.0,34.72,9.2,2.4,17.96
2,15,4,0,21.29,0.0,34.45,10.9,4.56,22.53
2,16,4,0,21.28,0.0,34.54,8.0,1.56,24.89
2,17,4,0,21.27,0.0,34.99,8.9,1.44,22.18
2,18,4,0,21.23,0.0,36.26,7.8,0.84,13.31
2,19,4,0,21.3,0.0,37.82,14.6,5.52,18.7
2,20,4,0,21.31,0.0,40.23,15.1,7.08,17.48
2,21,4,0,21.3,0.0,41.72,15.3,5.4,16.17
2,22,4,0,21.19,0.0,43.49,12.7,8.04,12.55
2,23,4,0,21.12,0.0,44.11,13.8,3.6,11.93
2,24,4,0,20.96,0.0,44.19,11.6,1.08,9.07
2,1,5,0,20.78,0.0,44.05,9.7,0.36,6.91
2,2,5,0,20.72,0.0,43.36,10.3,0.24,6.49
2,3,5,0,20.6,0.0,42.85,7.3,0.48,4.19
2,4,5,0,20.62,0.0,42.19,11.3,0.24,5.28
2,5,5,0,20.57,0.0,42.1,10.2,0.84,4.33
2,6,5,0,20.42,0.0,42.33,7.2,1.44,3.33
2,7,5,0,20.44,0.0,42.07,9.9,11.64,3.93
2,8,5,0,20.57,0.0,41.24,12.1,16.8,5.8
2,9,5,0,20.81,0.0,40.09,14.5,6.6,9.01
2,10,5,0,20.97,0.0,39.04,13.4,3.24,12.02
2,11,5,0,21.04,0.0,37.7,9.4,4.92,12.11
2,12,5,0,21.14,0.0,36.29,11.4,2.04,16.61
2,13,5,0,21.2,0.0,35.05,15.5,4.56,24.01
2,14,5,0,21.25,0.0,34.2,14.6,2.4,24.47
2,15,5,0,21.28,0.0,33.31,12.1,2.28,24.87
2,16,5,0,21.27,0.0,32.72,9.9,1.32,24.11
2,17,5,0,21.26,0.0,32.27,11.5,2.76,21.04
2,18,5,0,21.23,0.0,32.54,9.3,4.2,12.76
2,19,5,0,21.29,0.0,33.05,16.8,12.0,18.48
