Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,22.56,0.0,30.23,12.12,0.0,0.0
2,2,4,0,22.49,0.0,30.39,12.03,0.0,0.0
2,3,4,0,22.4,0.0,30.54,11.34,0.0,0.0
2,4,4,0,22.28,0.0,30.7,10.53,0.0,0.0
2,5,4,0,22.21,0.0,30.77,10.33,0.0,0.0
2,6,4,0,22.13,0.0,30.89,12.22,0.0,0.0
2,7,4,0,21.4,0.0,32.25,14.84,0.64,0.0
2,8,4,0,21.56,0.0,32.12,24.57,2.15,0.0
2,9,4,0,22.17,0.0,32.39,57.95,3.74,0.0
2,10,4,0,22.61,0.0,32.72,46.38,3.69,0.28
2,11,4,0,22.77,0.0,32.69,49.4,3.47,9.74
2,12,4,0,22.82,0.0,31.75,52.01,5.01,17.63
2,13,4,0,22.78,0.0,30.85,57.57,6.04,23.52
2,14,4,0,22.94,0.0,30.46,53.94,5.32,35.33
2,15,4,0,23.02,0.0,30.67,51.91,3.71,40.15
2,16,4,0,23.03,0.0,31.09,51.46,3.27,46.55
2,17,4,0,23.01,0.0,31.78,59.62,4.01,39.81
2,18,4,0,22.73,0.0,32.33,48.3,2.8,19.65
2,19,4,0,22.3,0.0,34.43,21.54,2.29,6.62
2,20,4,0,22.04,0.0,39.9,19.52,1.55,0.0
2,21,4,0,21.89,0.0,43.97,17.38,1.86,0.0
2,22,4,0,21.78,0.0,45.32,16.51,0.91,0.0
2,23,4,0,22.32,0.0,43.81,16.55,0.6,0.0
2,24,4,0,22.44,0.0,43.51,16.6,0.55,0.0
2,1,5,0,22.33,0.0,43.6,13.16,0.0,0.0
2,2,5,0,22.25,0.0,43.53,14.23,0.0,0.0
2,3,5,0,22.17,0.0,43.57,14.13,0.0,0.0
2,4,5,0,22.04,0.0,43.7,14.64,0.0,0.0
2,5,5,0,21.91,0.0,43.68,14.91,0.0,0.0
2,6,5,0,21.84,0.0,43.6,14.34,0.0,0.0
2,7,5,0,21.26,0.0,43.89,17.06,0.77,0.0
2,8,5,0,21.49,0.0,41.21,25.7,1.99,0.0
2,9,5,0,22.19,0.0,39.11,57.01,3.35,0.0
2,10,5,0,22.63,0.0,38.44,53.56,3.74,0.0
2,11,5,0,22.79,0.0,36.24,44.74,3.58,0.0
2,12,5,0,22.87,0.02,32.75,50.63,4.38,8.86
2,13,5,0,22.91,0.04,29.95,45.73,6.14,27.71
2,14,5,0,23.03,0.03,29.39,52.2,5.72,41.56
2,15,5,0,23.06,0.01,28.77,43.8,3.53,45.2
2,16,5,0,23.04,0.0,28.07,43.95,3.14,42.95
2,17,5,0,22.99,0.0,27.48,48.74,4.93,29.68
2,18,5,0,22.7,0.0,26.93,35.09,2.53,8.87
2,19,5,0,22.31,0.0,26.3,16.9,2.36,0.08
