Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh]
2,1,4,0,22.06,0.0,37.88,7.8,2.64,7.03
2,2,4,0,22.04,0.0,37.91,10.0,0.12,7.65
2,3,4,0,21.96,0.0,37.54,8.7,0.0,5.31
2,4,4,0,21.91,0.0,37.12,10.4,0.0,5.44
2,5,4,0,21.81,0.0,36.88,9.6,0.12,4.16
2,6,4,0,21.75,0.0,36.7,10.2,0.12,3.77
2,7,4,0,21.67,0.0,36.66,9.7,0.96,2.97
2,8,4,0,21.79,0.0,36.14,14.6,14.88,6.49
2,9,4,0,21.88,0.0,35.46,15.5,21.0,9.07
2,10,4,0,21.97,0.0,34.4,14.0,14.04,11.94
2,11,4,0,21.98,0.0,33.92,10.4,25.68,8.95
2,12,4,0,22.0,0.0,33.43,10.5,6.0,8.91
2,13,4,0,22.1,0.0,32.69,17.0,0.0,17.58
2,14,4,0,22.11,0.0,32.18,13.8,0.36,18.35
2,15,4,0,22.11,0.0,31.86,14.6,0.36,22.39
2,16,4,0,22.1,0.0,31.8,8.8,0.48,21.4
2,17,4,0,22.1,0.0,31.94,8.3,0.72,17.17
2,18,4,0,22.1,0.0,32.51,12.2,0.6,12.66
2,19,4,0,22.1,0.0,33.99,14.9,3.0,14.3
2,20,4,0,22.1,0.0,36.83,17.5,0.84,15.57
2,21,4,0,22.1,0.0,38.74,15.7,3.72,12.32
2,22,4,0,22.07,0.0,40.87,13.1,1.92,8.45
2,23,4,0,22.01,0.0,41.97,12.8,1.08,6.52
2,24,4,0,21.88,0.0,42.38,11.5,0.36,4.16
2,1,5,0,21.66,0.0,42.57,9.1,2.4,2.03
2,2,5,0,21.57,0.0,42.17,10.4,2.16,1.98
2,3,5,0,21.21,0.0,42.3,6.9,0.6,1.05
2,4,5,0,21.02,0.0,42.21,6.8,0.12,0.9
2,5,5,0,21.08,0.0,41.78,10.3,0.0,1.14
2,6,5,0,20.9,0.0,41.94,7.0,2.28,0.76
2,7,5,0,20.9,0.0,41.48,9.7,17.52,0.89
2,8,5,0,21.39,0.0,39.6,17.2,9.0,3.01
2,9,5,0,21.51,0.0,38.6,13.7,13.32,4.49
2,10,5,0,21.5,0.0,37.9,9.1,14.04,5.09
2,11,5,0,21.64,0.0,36.37,8.6,12.24,6.6
2,12,5,0,21.89,0.0,34.51,13.0,0.6,12.14
2,13,5,0,22.02,0.0,32.95,16.2,4.32,18.92
2,14,5,0,22.06,0.0,31.94,10.3,1.32,15.13
2,15,5,0,22.1,0.0,30.86,13.5,3.36,21.57
2,16,5,0,22.1,0.0,30.1,9.0,0.6,18.55
2,17,5,0,22.1,0.0,29.29,8.5,4.68,13.45
2,18,5,0,22.1,0.0,28.75,12.0,3.24,10.39
2,19,5,0,22.1,0.0,28.8,18.8,3.96,16.14
2,20,5,0,22.1,0.0,29.14,16.7,2.52,12.18
2,21,5,0,22.09,0.0,29.3,15.6,0.84,9.6
2,22,5,0,22.02,0.0,29.56,12.6,1.32,5.81
2,23,5,0,21.9,0.0,29.8,11.8,0.36,3.99
2,24,5,0,21.74,0.0,30.1,11.0,0.72,2.61
2,1,6,0,21.33,0.0,30.85,7.3,0.0,1.13
2,2,6,0,21.21,0.0,30.97,9.5,0.12,1.16
2,3,6,0,20.96,0.0,31.23,7.2,0.12,0.74
2,4,6,0,20.96,0.0,30.92,10.8,0.0,0.85
2,5,6,0,20.82,0.0,30.91,8.5,0.0,0.61
2,6,6,0,20.74,0.0,30.82,9.3,1.44,0.59
2,7,6,0,20.81,0.0,30.55,13.2,3.36,0.79
2,8,6,0,21.1,0.0,29.88,14.3,7.56,1.42
2,9,6,0,21.2,0.0,29.58,7.4,5.28,2.16
2,10,6,0,21.46,0.0,28.78,13.6,21.6,7.13
2,11,6,0,21.66,0.0,27.99,13.4,36.6,8.27
2,12,6,0,21.74,0.0,27.35,11.6,8.28,10.21
2,13,6,0,21.83,0.0,26.58,12.5,6.12,13.51
2,14,6,0,22.03,0.0,25.24,17.9,0.36,20.4
2,15,6,0,22.09,0.0,24.07,11.0,3.48,16.75
2,16,6,0,22.1,0.0,23.35,15.3,1.2,20.05
2,17,6,0,22.1,0.0,22.86,11.4,1.44,11.84
2,18,6,0,22.07,0.0,22.76,13.0,1.8,8.08
2,19,6,0,22.02,0.0,23.15,10.8,1.32,5.22
2,20,6,0,22.06,0.0,23.68,20.7,1.08,12.41
2,21,6,0,22.02,0.0,24.12,16.5,0.12,6.73
2,22,6,0,21.97,0.0,24.41,17.1,1.08,5.65
2,23,6,0,21.82,0.0,24.6,15.2,1.08,2.93
2,24,6,0,21.32,0.0,25.26,10.5,1.44,1.06
2,1,7,0,21.02,0.0,25.52,10.5,0.36,0.8
2,2,7,0,20.91,0.0,25.21,11.6,2.16,0.7
2,3,7,0,20.73,0.0,24.9,8.7,0.6,0.38
2,4,7,0,20.68,0.0,24.4,6.6,0.0,0.14
2,5,7,0,20.68,0.0,23.91,5.4,0.12,0.0
2,6,7,0,20.68,0.0,23.54,9.3,0.24,0.09
2,7,7,0,20.67,0.0,23.18,7.6,0.48,0.0
2,8,7,0,20.68,0.0,22.72,10.9,3.24,0.13
2,9,7,0,20.68,0.0,22.06,11.9,11.52,0.15
2,10,7,0,20.68,0.0,21.18,13.4,24.0,0.22
2,11,7,0,20.68,0.0,20.64,13.0,14.64,0.34
2,12,7,0,20.68,0.0,20.43,12.7,2.16,0.42
2,13,7,0,20.68,0.0,20.43,13.9,0.36,0.49
2,14,7,0,20.68,0.0,20.46,15.3,1.92,0.63
